
turbo_seti version 2.1.17
blimpy version 2.0.31
h5py version 3.5.0

HDF5 header info: {'DIMENSION_LABELS': array(['time', 'feed_id', 'frequency'], dtype=object), 'az_start': 0.0, 'data_type': 1, 'fch1': 2251.46484375, 'foff': -2.7939677238464355e-06, 'machine_id': 20, 'nbits': 32, 'nchans': 536870912, 'nifs': 1, 'source_name': 'ON_L', 'src_dej': <Angle 60.8686 deg>, 'src_raj': <Angle 2.65646667 hourangle>, 'telescope_id': 6, 'tsamp': 18.253611007999982, 'tstart': 59524.14275462963, 'za_start': 0.0}

Starting ET search with parameters: datafile=/gpfs/group/jtw13/default/gbt_2020/2021/L_band/splice_no_overlap_ordered/OFF_scan2/spliced_blc0x1x2x_guppi_59524_12334_ON_L_0015.rawspec.0000.h5, max_drift=9.997, min_drift=0.0, snr=10.0, out_dir=/gpfs/group/jtw13/default/gbt_2020/2021/L_band/splice_no_overlap_ordered/OFF_scan2/, coarse_chans=None, flagging=False, n_coarse_chan=512, kernels=None, gpu_id=0, gpu_backend=False, blank_dc=True, precision=1, append_output=False, log_level_int=30, obs_info={'pulsar': 0, 'pulsar_found': 0, 'pulsar_dm': 0.0, 'pulsar_snr': 0.0, 'pulsar_stats': array([0., 0., 0., 0., 0., 0.]), 'RFI_level': 0.0, 'Mean_SEFD': 0.0, 'psrflux_Sens': 0.0, 'SEFDs_val': [0.0], 'SEFDs_freq': [0.0], 'SEFDs_freq_up': [0.0]}

Computed drift rate resolution: 0.00956648975722505

Top hit found! SNR 10.100220, Drift Rate -0.181763, index 94522
Top hit found! SNR 3007.632324, Drift Rate -0.000000, index 542329
Top hit found! SNR 5260.623535, Drift Rate -0.000000, index 544763
Top hit found! SNR 3954.432861, Drift Rate -0.000000, index 546481
Top hit found! SNR 7694.457031, Drift Rate -0.000000, index 551420
Top hit found! SNR 3983.734619, Drift Rate -0.000000, index 556932
Top hit found! SNR 3450.383545, Drift Rate -0.000000, index 560511
Top hit found! SNR 5358.905273, Drift Rate -0.000000, index 562945
Top hit found! SNR 4316.274902, Drift Rate -0.000000, index 566882
Top hit found! SNR 2015.727661, Drift Rate -0.000000, index 569745
Top hit found! SNR 1172.201172, Drift Rate -0.000000, index 572394
Top hit found! SNR 4038.984375, Drift Rate -0.000000, index 574756
Top hit found! SNR 4010.931396, Drift Rate -0.000000, index 578908
Top hit found! SNR 776.648743, Drift Rate -0.000000, index 584205
Top hit found! SNR 31.944645, Drift Rate -0.000000, index 589657
Top hit found! SNR 14.204018, Drift Rate -0.000000, index 595558
Top hit found! SNR 13.321743, Drift Rate -0.000000, index 605978
Top hit found! SNR 10.876132, Drift Rate -0.000000, index 608770
Top hit found! SNR 23.483725, Drift Rate -0.000000, index 615452
Top hit found! SNR 34.572815, Drift Rate -0.000000, index 618038
Top hit found! SNR 31.795633, Drift Rate -0.000000, index 620660
Top hit found! SNR 35.818424, Drift Rate -0.000000, index 623926
Top hit found! SNR 47.091961, Drift Rate -0.000000, index 628847
Top hit found! SNR 54.001247, Drift Rate -0.000000, index 630319
Top hit found! SNR 45.291584, Drift Rate -0.000000, index 634556
Top hit found! SNR 35.739494, Drift Rate -0.000000, index 639656
Top hit found! SNR 43.428772, Drift Rate -0.000000, index 642421
Top hit found! SNR 30.516211, Drift Rate -0.000000, index 643893
Top hit found! SNR 23.252897, Drift Rate -0.000000, index 646837
Top hit found! SNR 37.816696, Drift Rate -0.000000, index 651758
Top hit found! SNR 21.430290, Drift Rate -0.000000, index 654666
Top hit found! SNR 27.883589, Drift Rate -0.000000, index 656611
Top hit found! SNR 46.930061, Drift Rate -0.000000, index 661274
Top hit found! SNR 44.117607, Drift Rate -0.000000, index 663268
Top hit found! SNR 17.141836, Drift Rate -0.000000, index 668780
Top hit found! SNR 22.468279, Drift Rate -0.000000, index 672359
Top hit found! SNR 33.962986, Drift Rate -0.000000, index 674936
Top hit found! SNR 30.813555, Drift Rate -0.000000, index 678730
Top hit found! SNR 15.674708, Drift Rate -0.000000, index 681522
Top hit found! SNR 24.614456, Drift Rate -0.000000, index 686962
Top hit found! SNR 29.723810, Drift Rate -0.000000, index 690756
Top hit found! SNR 12.240763, Drift Rate -0.000000, index 775152
Top hit found! SNR 10.809224, Drift Rate -0.000000, index 786677
Top hit found! SNR 11.775442, Drift Rate -0.000000, index 831070
Top hit found! SNR 13.425885, Drift Rate -0.000000, index 842595
Top hit found! SNR 10.365932, Drift Rate -0.000000, index 880307
Top hit found! SNR 11.247466, Drift Rate -0.000000, index 898561
Top hit found! SNR 13.760696, Drift Rate -0.000000, index 925986
Top hit found! SNR 10.451486, Drift Rate -0.000000, index 928894
Top hit found! SNR 10.359003, Drift Rate -0.000000, index 931444
Top hit found! SNR 11.800219, Drift Rate -0.000000, index 934424
Top hit found! SNR 10.613592, Drift Rate -0.000000, index 938446
Top hit found! SNR 13.299982, Drift Rate -0.000000, index 942811
Top hit found! SNR 15.164864, Drift Rate -0.000000, index 945161
Top hit found! SNR 10.127481, Drift Rate -0.000000, index 950542
Top hit found! SNR 19.755926, Drift Rate -0.000000, index 954479
Top hit found! SNR 16.864857, Drift Rate -0.000000, index 970585
Top hit found! SNR 23.520407, Drift Rate -0.000000, index 1045655
Top hit found! SNR 19.987465, Drift Rate -0.000000, index 66648
Top hit found! SNR 13.574400, Drift Rate -0.000000, index 68366
Top hit found! SNR 25.605707, Drift Rate -0.000000, index 71802
Top hit found! SNR 26.041334, Drift Rate -0.000000, index 73305
Top hit found! SNR 10.910472, Drift Rate -0.000000, index 75471
Top hit found! SNR 18.489893, Drift Rate -0.000000, index 77602
Top hit found! SNR 18.225355, Drift Rate -0.000000, index 81427
Top hit found! SNR 36.771877, Drift Rate -0.000000, index 83558
Top hit found! SNR 46.304493, Drift Rate -0.000000, index 88093
Top hit found! SNR 17.072840, Drift Rate -0.000000, index 90497
Top hit found! SNR 27.250505, Drift Rate -0.000000, index 95087
Top hit found! SNR 21.234827, Drift Rate -0.000000, index 96945
Top hit found! SNR 28.182775, Drift Rate -0.000000, index 99076
Top hit found! SNR 24.028301, Drift Rate -0.000000, index 101753
Top hit found! SNR 40.564011, Drift Rate -0.000000, index 106616
Top hit found! SNR 32.848053, Drift Rate -0.000000, index 109512
Top hit found! SNR 17.715591, Drift Rate -0.000000, index 113883
Top hit found! SNR 25.082386, Drift Rate -0.000000, index 116943
Top hit found! SNR 36.044525, Drift Rate -0.000000, index 118473
Top hit found! SNR 29.491957, Drift Rate -0.000000, index 122079
Top hit found! SNR 30.713451, Drift Rate -0.000000, index 125685
Top hit found! SNR 20.236860, Drift Rate -0.000000, index 128800
Top hit found! SNR 27.055887, Drift Rate -0.000000, index 132625
Top hit found! SNR 30.262711, Drift Rate -0.000000, index 135193
Top hit found! SNR 47.370331, Drift Rate -0.000000, index 137922
Top hit found! SNR 126.179855, Drift Rate -0.000000, index 140544
Top hit found! SNR 100.527504, Drift Rate -0.000000, index 142338
Top hit found! SNR 102.071106, Drift Rate -0.000000, index 145067
Top hit found! SNR 105.940392, Drift Rate -0.000000, index 147653
Top hit found! SNR 110.522888, Drift Rate -0.000000, index 152753
Top hit found! SNR 98.951080, Drift Rate -0.000000, index 155697
Top hit found! SNR 115.986427, Drift Rate -0.000000, index 158498
Top hit found! SNR 81.632866, Drift Rate -0.000000, index 160905
Top hit found! SNR 116.833504, Drift Rate -0.000000, index 162448
Top hit found! SNR 93.630219, Drift Rate -5.462466, index 165934
Top hit found! SNR 93.378685, Drift Rate -0.000000, index 170349
Top hit found! SNR 134.610580, Drift Rate -0.000000, index 174693
Top hit found! SNR 102.052208, Drift Rate -0.000000, index 181731
Top hit found! SNR 88.600189, Drift Rate -0.000000, index 183780
Top hit found! SNR 90.438126, Drift Rate -0.000000, index 189310
Top hit found! SNR 38.570488, Drift Rate -0.000000, index 192039
Top hit found! SNR 10.769779, Drift Rate -0.000000, index 234271
Top hit found! SNR 17.745481, Drift Rate -0.000000, index 239640
Top hit found! SNR 17.793848, Drift Rate -0.000000, index 241143
Top hit found! SNR 10.238547, Drift Rate -0.000000, index 246512
Top hit found! SNR 10.556851, Drift Rate -0.000000, index 248659
Top hit found! SNR 13.022675, Drift Rate -0.000000, index 252596
Top hit found! SNR 14.908080, Drift Rate -0.000000, index 264336
Top hit found! SNR 11.881203, Drift Rate -0.000000, index 268416
Top hit found! SNR 12.771689, Drift Rate -0.000000, index 295534
Top hit found! SNR 13.733053, Drift Rate -0.000000, index 297037
Top hit found! SNR 14.874849, Drift Rate -0.000000, index 464732
Top hit found! SNR 12.498031, Drift Rate -0.000000, index 476328
Top hit found! SNR 14.553418, Drift Rate -0.000000, index 520626
Top hit found! SNR 10.127440, Drift Rate -0.000000, index 543962
Top hit found! SNR 12.595666, Drift Rate -0.000000, index 576580
Top hit found! SNR 14.981772, Drift Rate -0.000000, index 631101
Top hit found! SNR 34.495113, Drift Rate -0.000000, index 637133
Top hit found! SNR 147.741501, Drift Rate -0.000000, index 643276
Top hit found! SNR 130.219559, Drift Rate -0.000000, index 649848
Top hit found! SNR 77.648521, Drift Rate -0.000000, index 652434
Top hit found! SNR 128.125000, Drift Rate -0.000000, index 654514
Top hit found! SNR 106.026741, Drift Rate -0.000000, index 656993
Top hit found! SNR 83.726585, Drift Rate -0.000000, index 660008
Top hit found! SNR 89.179657, Drift Rate -0.000000, index 663887
Top hit found! SNR 92.106750, Drift Rate -0.000000, index 666079
Top hit found! SNR 91.470215, Drift Rate -0.000000, index 667551
Top hit found! SNR 110.857498, Drift Rate -0.000000, index 671394
Top hit found! SNR 118.989914, Drift Rate -0.000000, index 673081
Top hit found! SNR 107.098907, Drift Rate -0.000000, index 675917
Top hit found! SNR 171.811844, Drift Rate -0.000000, index 678503
Top hit found! SNR 98.155678, Drift Rate -0.000000, index 682418
Top hit found! SNR 74.692200, Drift Rate -0.000000, index 684427
Top hit found! SNR 162.387466, Drift Rate -0.000000, index 686440
Top hit found! SNR 83.040741, Drift Rate -0.000000, index 690247
Top hit found! SNR 15.250552, Drift Rate -0.000000, index 697392
Top hit found! SNR 10.558566, Drift Rate -0.000000, index 737731
Top hit found! SNR 10.766660, Drift Rate -0.000000, index 742885
Top hit found! SNR 18.577171, Drift Rate -0.000000, index 744388
Top hit found! SNR 11.373952, Drift Rate -0.000000, index 756199
Top hit found! SNR 10.688934, Drift Rate -0.000000, index 759850
Top hit found! SNR 19.816319, Drift Rate -0.000000, index 816794
Top hit found! SNR 10.069703, Drift Rate -0.000000, index 932401
Top hit found! SNR 14.851998, Drift Rate -0.000000, index 25489
Top hit found! SNR 25.519541, Drift Rate -0.000000, index 27068
Top hit found! SNR 21.395838, Drift Rate -0.000000, index 29833
Top hit found! SNR 26.849564, Drift Rate -0.000000, index 32598
Top hit found! SNR 18.725710, Drift Rate -0.000000, index 34969
Top hit found! SNR 16.894835, Drift Rate -0.000000, index 37340
Top hit found! SNR 28.451256, Drift Rate -0.000000, index 40499
Top hit found! SNR 29.004087, Drift Rate -0.000000, index 42078
Top hit found! SNR 25.721430, Drift Rate -0.000000, index 44843
Top hit found! SNR 32.924679, Drift Rate -0.000000, index 48400
Top hit found! SNR 32.278072, Drift Rate -0.000000, index 49979
Top hit found! SNR 33.888542, Drift Rate -0.000000, index 52350
Top hit found! SNR 33.048492, Drift Rate -0.000000, index 57880
Top hit found! SNR 31.540661, Drift Rate -0.000000, index 59853
Top hit found! SNR 43.569080, Drift Rate -0.000000, index 63410
Top hit found! SNR 41.227665, Drift Rate -0.000000, index 64989
Top hit found! SNR 41.923168, Drift Rate -0.000000, index 68546
Top hit found! SNR 49.027607, Drift Rate -0.000000, index 71311
Top hit found! SNR 42.621128, Drift Rate -0.000000, index 72890
Top hit found! SNR 15.842424, Drift Rate -0.009566, index 229425
Top hit found! SNR 15.308845, Drift Rate -0.000000, index 231010
Top hit found! SNR 47.494907, Drift Rate -0.000000, index 233141
Top hit found! SNR 85.694038, Drift Rate -0.000000, index 239042
Top hit found! SNR 113.724113, Drift Rate -0.000000, index 243632
Top hit found! SNR 116.868614, Drift Rate -0.000000, index 248820
Top hit found! SNR 87.145805, Drift Rate -0.000000, index 250735
Top hit found! SNR 52.034592, Drift Rate -0.000000, index 252481
Top hit found! SNR 90.281250, Drift Rate -0.000000, index 255978
Top hit found! SNR 108.449577, Drift Rate -0.000000, index 262155
Top hit found! SNR 72.132393, Drift Rate -0.000000, index 265051
Top hit found! SNR 120.196922, Drift Rate -0.000000, index 267343
Top hit found! SNR 68.534698, Drift Rate -0.000000, index 270348
Top hit found! SNR 62.987289, Drift Rate -0.000000, index 272482
Top hit found! SNR 79.931091, Drift Rate -0.000000, index 274012
Top hit found! SNR 82.568039, Drift Rate -0.000000, index 277618
Top hit found! SNR 65.340317, Drift Rate -0.000000, index 279309
Top hit found! SNR 107.468414, Drift Rate -0.000000, index 281224
Top hit found! SNR 79.386330, Drift Rate -0.000000, index 282861
Top hit found! SNR 119.835136, Drift Rate -0.000000, index 286467
Top hit found! SNR 67.329269, Drift Rate -0.000000, index 288218
Top hit found! SNR 46.912338, Drift Rate -0.000000, index 291387
Top hit found! SNR 71.580048, Drift Rate -0.000000, index 293461
Top hit found! SNR 57.210373, Drift Rate -0.000000, index 296630
Top hit found! SNR 66.748352, Drift Rate -0.000000, index 300127
Top hit found! SNR 50.065193, Drift Rate -0.000000, index 304225
Top hit found! SNR 71.244797, Drift Rate -0.000000, index 306741
Top hit found! SNR 44.705742, Drift Rate -0.000000, index 309473
Top hit found! SNR 79.424263, Drift Rate -0.000000, index 311984
Top hit found! SNR 83.646805, Drift Rate -0.000000, index 314719
Top hit found! SNR 74.585365, Drift Rate -0.009566, index 319961
Top hit found! SNR 52.620098, Drift Rate -0.000000, index 321931
Top hit found! SNR 70.659042, Drift Rate -0.000000, index 325155
Top hit found! SNR 54.307678, Drift Rate -0.000000, index 327174
Top hit found! SNR 77.804596, Drift Rate -0.000000, index 329417
Top hit found! SNR 58.759510, Drift Rate -0.000000, index 331545
Top hit found! SNR 84.210373, Drift Rate -0.000000, index 334714
Top hit found! SNR 68.713867, Drift Rate -0.000000, index 341326
Top hit found! SNR 41.939327, Drift Rate -0.000000, index 344989
Top hit found! SNR 38.789722, Drift Rate -0.009566, index 346516
Top hit found! SNR 22.756477, Drift Rate -0.000000, index 348101
Top hit found! SNR 44.723759, Drift Rate -0.000000, index 350232
Top hit found! SNR 16.780731, Drift Rate -0.000000, index 352636
Top hit found! SNR 17.851507, Drift Rate -0.000000, index 356133
Top hit found! SNR 43.341232, Drift Rate -0.000000, index 409436
Top hit found! SNR 51.219814, Drift Rate -0.000000, index 419236
Top hit found! SNR 34.783092, Drift Rate -0.000000, index 422321
Top hit found! SNR 45.873344, Drift Rate -0.000000, index 442525
Top hit found! SNR 36.468121, Drift Rate -0.000000, index 444807
Top hit found! SNR 14.774717, Drift Rate -0.000000, index 454500
Top hit found! SNR 22.585394, Drift Rate -0.000000, index 458437
Top hit found! SNR 45.212006, Drift Rate -0.000000, index 460871
Top hit found! SNR 33.906708, Drift Rate -0.000000, index 462589
Top hit found! SNR 56.556122, Drift Rate -0.000000, index 467528
Top hit found! SNR 20.746035, Drift Rate -0.000000, index 471537
Top hit found! SNR 38.019638, Drift Rate -0.000000, index 473040
Top hit found! SNR 30.215504, Drift Rate -0.000000, index 475259
Top hit found! SNR 49.634457, Drift Rate -0.000000, index 479053
Top hit found! SNR 40.108459, Drift Rate -0.000000, index 482990
Top hit found! SNR 22.436186, Drift Rate -0.000000, index 485782
Top hit found! SNR 13.112097, Drift Rate -0.000000, index 488502
Top hit found! SNR 39.085609, Drift Rate -0.000000, index 491222
Top hit found! SNR 46.271881, Drift Rate -0.000000, index 495016
Top hit found! SNR 65.398666, Drift Rate -0.000000, index 530391
Top hit found! SNR 36.530323, Drift Rate -0.000000, index 535080
Top hit found! SNR 14.280359, Drift Rate -0.000000, index 536941
Top hit found! SNR 13.869047, Drift Rate -0.000000, index 570321
Top hit found! SNR 22.086758, Drift Rate -0.000000, index 572683
Top hit found! SNR 15.232302, Drift Rate -0.000000, index 574401
Top hit found! SNR 21.945473, Drift Rate -0.000000, index 578052
Top hit found! SNR 16.130831, Drift Rate -0.000000, index 584924
Top hit found! SNR 16.989887, Drift Rate -0.000000, index 587286
Top hit found! SNR 29.624828, Drift Rate -0.000000, index 590937
Top hit found! SNR 11.745105, Drift Rate -0.000000, index 594802
Top hit found! SNR 14.182687, Drift Rate 0.086098, index 599906
Top hit found! SNR 13.194751, Drift Rate -0.000000, index 602104
Top hit found! SNR 19.836275, Drift Rate -0.000000, index 607043
Top hit found! SNR 11.615582, Drift Rate -0.000000, index 626245
Top hit found! SNR 23.098595, Drift Rate -0.000000, index 628679
Top hit found! SNR 15.663440, Drift Rate -0.000000, index 630397
Top hit found! SNR 25.306654, Drift Rate -0.000000, index 633833
Top hit found! SNR 32.189499, Drift Rate -0.000000, index 635336
Top hit found! SNR 14.616855, Drift Rate -0.000000, index 640848
Top hit found! SNR 12.459945, Drift Rate -0.000000, index 643210
Top hit found! SNR 28.410486, Drift Rate -0.000000, index 646861
Top hit found! SNR 18.944347, Drift Rate -0.000000, index 649939
Top hit found! SNR 10.952859, Drift Rate -0.000000, index 653590
Top hit found! SNR 13.320423, Drift Rate -0.000000, index 659173
Top hit found! SNR 21.785532, Drift Rate -0.000000, index 662967
Top hit found! SNR 13.187428, Drift Rate -0.000000, index 949064
Top hit found! SNR 26.182352, Drift Rate -0.000000, index 950536
Top hit found! SNR 88.058037, Drift Rate -0.000000, index 954773
Top hit found! SNR 45.780041, Drift Rate -0.000000, index 957645
Top hit found! SNR 57.625645, Drift Rate -0.000000, index 959618
Top hit found! SNR 52.572098, Drift Rate -0.000000, index 961345
Top hit found! SNR 48.450539, Drift Rate -0.000000, index 966011
Top hit found! SNR 49.318108, Drift Rate -0.000000, index 968490
Top hit found! SNR 40.482464, Drift Rate -0.000000, index 970682
Top hit found! SNR 35.404926, Drift Rate -0.000000, index 973304
Top hit found! SNR 36.178192, Drift Rate -0.000000, index 975384
Top hit found! SNR 31.586020, Drift Rate -0.000000, index 978149
Top hit found! SNR 36.274975, Drift Rate -0.000000, index 980950
Top hit found! SNR 35.546795, Drift Rate -0.000000, index 983321
Top hit found! SNR 29.552002, Drift Rate -0.000000, index 984972
Top hit found! SNR 33.573814, Drift Rate -0.000000, index 987522
Top hit found! SNR 49.254143, Drift Rate -0.000000, index 990287
Top hit found! SNR 29.191048, Drift Rate -0.000000, index 993951
Top hit found! SNR 26.063593, Drift Rate -0.000000, index 995459
Top hit found! SNR 63.825535, Drift Rate -0.000000, index 997937
Top hit found! SNR 28.490742, Drift Rate -0.000000, index 1000702
Top hit found! SNR 12.875422, Drift Rate -0.000000, index 169324
Top hit found! SNR 19.419031, Drift Rate 0.009566, index 489597
Top hit found! SNR 280.006287, Drift Rate -0.000000, index 524298
Top hit found! SNR 253.252472, Drift Rate 0.086098, index 940189
Top hit found! SNR 38.536518, Drift Rate -0.000000, index 132352
Top hit found! SNR 19.461201, Drift Rate 0.019133, index 139719
Top hit found! SNR 12.670204, Drift Rate 0.009566, index 143455
Top hit found! SNR 57.681683, Drift Rate 0.076532, index 231896
Top hit found! SNR 994.629761, Drift Rate 0.076532, index 572179
Top hit found! SNR 18.226004, Drift Rate -0.000000, index 230687
Top hit found! SNR 11.350529, Drift Rate -0.000000, index 265058
Top hit found! SNR 23.745262, Drift Rate 0.019133, index 651988
Top hit found! SNR 12.752018, Drift Rate -0.000000, index 664974
Top hit found! SNR 19.523798, Drift Rate 0.047832, index 668380
Top hit found! SNR 16.033199, Drift Rate -0.000000, index 673619
Top hit found! SNR 12.185066, Drift Rate 0.047832, index 715582
Top hit found! SNR 299.326904, Drift Rate 0.076532, index 912462
Top hit found! SNR 41.381676, Drift Rate -0.200896, index 1787
Top hit found! SNR 33.885612, Drift Rate -0.478325, index 5448
Top hit found! SNR 41.451187, Drift Rate -0.200896, index 7871
Top hit found! SNR 39.265331, Drift Rate -0.191330, index 12167
Top hit found! SNR 32.226913, Drift Rate -0.478325, index 14754
Top hit found! SNR 21.530596, Drift Rate -0.200896, index 16819
Top hit found! SNR 23.610605, Drift Rate -0.172197, index 18969
Top hit found! SNR 29.938841, Drift Rate -0.487891, index 22269
Top hit found! SNR 16.269497, Drift Rate -0.440059, index 31578
Top hit found! SNR 34.620884, Drift Rate -0.487891, index 35154
Top hit found! SNR 18.397543, Drift Rate -0.449625, index 40883
Top hit found! SNR 18.132160, Drift Rate -0.478325, index 47324
Top hit found! SNR 18.923548, Drift Rate -0.468758, index 574420
Top hit found! SNR 18.212540, Drift Rate -0.420926, index 578002
Top hit found! SNR 12.518198, Drift Rate -0.210463, index 585075
Top hit found! SNR 10.240558, Drift Rate -0.440059, index 587306
Top hit found! SNR 12.571013, Drift Rate -0.507024, index 589091
Top hit found! SNR 18.363308, Drift Rate -0.468758, index 592315
Top hit found! SNR 10.598592, Drift Rate -0.191330, index 595098
Top hit found! SNR 12.854645, Drift Rate -0.478325, index 598757
Top hit found! SNR 10.019361, Drift Rate -0.200896, index 602255
Top hit found! SNR 15.550457, Drift Rate -0.497457, index 605914
Top hit found! SNR 10.861959, Drift Rate -0.191330, index 607625
Top hit found! SNR 13.071095, Drift Rate -0.468758, index 612001
Top hit found! SNR 17.694563, Drift Rate -0.497457, index 618441
Top hit found! SNR 14.075046, Drift Rate -0.440059, index 621666
Top hit found! SNR 12.143114, Drift Rate -0.478325, index 623453
Top hit found! SNR 17.253557, Drift Rate -0.191330, index 628384
Top hit found! SNR 23.269644, Drift Rate -0.478325, index 632759
Top hit found! SNR 17.427134, Drift Rate -0.172197, index 634470
Top hit found! SNR 22.670502, Drift Rate -0.478325, index 636338
Top hit found! SNR 12.148067, Drift Rate -0.181763, index 646996
Top hit found! SNR 13.932419, Drift Rate -0.478325, index 648865
Top hit found! SNR 11.084862, Drift Rate -0.440059, index 651373
Top hit found! SNR 15.939901, Drift Rate -0.200896, index 657016
Top hit found! SNR 12.665826, Drift Rate -0.181763, index 659165
Top hit found! SNR 12.586805, Drift Rate -0.172197, index 675988
Top hit found! SNR 11.017523, Drift Rate -0.487891, index 717584
Top hit found! SNR 14.125496, Drift Rate -0.449625, index 847151
Top hit found! SNR 14.918868, Drift Rate -0.468758, index 853592
Top hit found! SNR 24.996260, Drift Rate -0.487891, index 859318
Top hit found! SNR 12.811906, Drift Rate -0.468758, index 862899
Top hit found! SNR 21.170654, Drift Rate -0.468758, index 872204
Top hit found! SNR 17.509474, Drift Rate -0.172197, index 878209
Top hit found! SNR 24.081251, Drift Rate -0.440059, index 879722
Top hit found! SNR 28.386896, Drift Rate -0.200896, index 885007
Top hit found! SNR 30.015266, Drift Rate -0.200896, index 889302
Top hit found! SNR 30.066032, Drift Rate -0.468758, index 892248
Top hit found! SNR 27.463461, Drift Rate -0.191330, index 895387
Top hit found! SNR 32.770390, Drift Rate -0.191330, index 900040
Top hit found! SNR 47.578407, Drift Rate -0.449625, index 901912
Top hit found! SNR 44.267948, Drift Rate -0.191330, index 903619
Top hit found! SNR 33.055805, Drift Rate -0.181763, index 906483
Top hit found! SNR 42.237347, Drift Rate -0.430492, index 908356
Top hit found! SNR 31.009701, Drift Rate -0.200896, index 912208
Top hit found! SNR 29.811699, Drift Rate -0.181763, index 914715
Top hit found! SNR 58.023907, Drift Rate -0.440059, index 918019
Top hit found! SNR 63.340611, Drift Rate -0.200896, index 920440
Top hit found! SNR 69.094597, Drift Rate -0.191330, index 922589
Top hit found! SNR 57.163372, Drift Rate -0.430492, index 925536
Top hit found! SNR 68.621010, Drift Rate -0.487891, index 928037
Top hit found! SNR 65.122810, Drift Rate -0.200896, index 932609
Top hit found! SNR 41.759438, Drift Rate -0.191330, index 934400
Top hit found! SNR 30.154871, Drift Rate -0.449625, index 938419
Top hit found! SNR 146.257797, Drift Rate -0.487891, index 940564
Top hit found! SNR 148.650818, Drift Rate -0.478325, index 944144
Top hit found! SNR 63.560390, Drift Rate -0.468758, index 947724
Top hit found! SNR 111.795776, Drift Rate -0.191330, index 951222
Top hit found! SNR 85.822731, Drift Rate -0.478325, index 953450
Top hit found! SNR 106.594833, Drift Rate -0.420926, index 955244
Top hit found! SNR 152.140091, Drift Rate -0.468758, index 958461
Top hit found! SNR 77.795395, Drift Rate -0.181763, index 961244
Top hit found! SNR 108.231613, Drift Rate -0.440059, index 964906
Top hit found! SNR 76.813385, Drift Rate -0.172197, index 968403
Top hit found! SNR 129.276093, Drift Rate -0.487891, index 970987
Top hit found! SNR 78.192192, Drift Rate -0.191330, index 973770
Top hit found! SNR 114.523026, Drift Rate -0.478325, index 978146
Top hit found! SNR 76.387276, Drift Rate -0.200896, index 979854
Top hit found! SNR 77.121140, Drift Rate -0.449625, index 981369
Top hit found! SNR 163.306290, Drift Rate -0.440059, index 984591
Top hit found! SNR 119.371483, Drift Rate -0.487891, index 987809
Top hit found! SNR 91.915039, Drift Rate -0.440059, index 989602
Top hit found! SNR 121.668282, Drift Rate -0.200896, index 994528
Top hit found! SNR 188.347504, Drift Rate -0.478325, index 998905
Top hit found! SNR 146.944702, Drift Rate -0.200896, index 1000613
Top hit found! SNR 180.879608, Drift Rate -0.478325, index 1002484
Top hit found! SNR 36.841202, Drift Rate -0.487891, index 1004631
Top hit found! SNR 41.260307, Drift Rate -0.478325, index 1008569
Top hit found! SNR 51.157333, Drift Rate -0.191330, index 1011351
Top hit found! SNR 91.414757, Drift Rate -0.200896, index 1013140
Top hit found! SNR 90.630676, Drift Rate -0.478325, index 1015011
Top hit found! SNR 76.153473, Drift Rate -0.478325, index 1017517
Top hit found! SNR 50.636116, Drift Rate -0.487891, index 1021453
Top hit found! SNR 86.302498, Drift Rate -0.200896, index 1023161
Top hit found! SNR 91.179276, Drift Rate -0.200896, index 1025309
Top hit found! SNR 33.441959, Drift Rate -0.478325, index 1028612
Top hit found! SNR 36.748722, Drift Rate -0.172197, index 1031038
Top hit found! SNR 54.373417, Drift Rate -0.440059, index 1034699
Top hit found! SNR 43.976192, Drift Rate -0.172197, index 1039270
Top hit found! SNR 69.514374, Drift Rate -0.487891, index 1041138
Top hit found! SNR 48.855080, Drift Rate -0.191330, index 1045711
Top hit found! SNR 33.934933, Drift Rate -0.440059, index 1047584
Top hit found! SNR 43.919201, Drift Rate -0.478325, index 2227
Top hit found! SNR 43.555168, Drift Rate -0.478325, index 5448
Top hit found! SNR 59.871792, Drift Rate -0.200896, index 7871
Top hit found! SNR 73.320587, Drift Rate -0.191330, index 12167
Top hit found! SNR 68.030838, Drift Rate -0.487891, index 14753
Top hit found! SNR 53.368351, Drift Rate -0.200896, index 16819
Top hit found! SNR 64.311310, Drift Rate -0.172197, index 18969
Top hit found! SNR 95.545868, Drift Rate -0.478325, index 22270
Top hit found! SNR 34.468590, Drift Rate -0.449625, index 24777
Top hit found! SNR 48.917976, Drift Rate -0.191330, index 28273
Top hit found! SNR 89.087921, Drift Rate -0.478325, index 31576
Top hit found! SNR 211.653152, Drift Rate -0.487891, index 35154
Top hit found! SNR 160.303574, Drift Rate -0.449625, index 40883
Top hit found! SNR 90.918839, Drift Rate -0.487891, index 42670
Top hit found! SNR 224.651367, Drift Rate -0.487891, index 47323
Top hit found! SNR 150.780228, Drift Rate -0.478325, index 50545
Top hit found! SNR 193.506058, Drift Rate -0.200896, index 53326
Top hit found! SNR 185.873337, Drift Rate -0.487891, index 55197
Top hit found! SNR 124.506035, Drift Rate -0.172197, index 56908
Top hit found! SNR 247.489655, Drift Rate -0.478325, index 61283
Top hit found! SNR 326.112854, Drift Rate -0.181763, index 64065
Top hit found! SNR 299.564636, Drift Rate -0.440059, index 65938
Top hit found! SNR 245.799667, Drift Rate -0.440059, index 69875
